date,open,high,low,close,volume,ticker,avg_sentiment,num_articles,sentiment_ma3,sentiment_lag1,log_article_count,sentiment_volatility,sentiment_close_corr
2023-06-27,185.89,188.39,185.67,188.06,50730846,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-06-28,187.93,189.9,187.6,189.25,51216801,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-06-29,189.08,190.07,188.94,189.59,46347308,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-06-30,191.63,194.48,191.26,193.97,85213216,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-03,193.78,193.88,191.76,192.46,31458198,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-05,191.565,192.98,190.62,191.33,46920261,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-06,189.84,192.02,189.2,191.81,45156009,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-07,191.41,192.67,190.24,190.68,46814998,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-10,189.26,189.99,187.035,188.61,59922163,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-11,189.16,189.3,186.6,188.08,46638119,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-12,189.68,191.7,188.47,189.77,60750248,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-13,190.5,191.19,189.78,190.54,41342338,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-14,190.23,191.1799,189.63,190.69,41616242,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-17,191.9,194.32,191.81,193.99,50520159,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-18,193.35,194.33,192.415,193.73,48353774,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-19,193.1,198.23,192.65,195.1,80507323,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-20,195.09,196.47,192.495,193.13,59581196,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-21,194.1,194.97,191.23,191.94,71951683,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-24,193.41,194.91,192.25,192.75,45505097,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-25,193.33,194.44,192.915,193.62,37283201,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-26,193.67,195.64,193.32,194.5,47471868,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-27,196.02,197.2,192.55,193.22,47460180,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-28,194.67,196.626,194.14,195.83,48291443,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-31,196.06,196.49,195.26,196.45,38824113,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-01,196.235,196.73,195.28,195.605,35281426,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-02,195.04,195.18,191.8507,192.58,50389327,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-03,191.57,192.37,190.69,191.17,62243282,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-04,185.52,187.38,181.92,181.99,115956841,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-07,182.13,183.13,177.35,178.85,97576069,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-08,179.69,180.27,177.58,179.8,67823003,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-09,180.87,180.93,177.01,178.19,60378492,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-10,179.48,180.75,177.6,177.97,54686851,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-11,177.32,178.62,176.55,177.79,52036672,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-14,177.97,179.69,177.305,179.46,43675627,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-15,178.88,179.48,177.05,177.45,43622593,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-16,177.13,178.54,176.5,176.57,46964857,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-17,177.14,177.5054,173.48,174.0,66062882,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-18,172.3,175.1,171.96,174.49,61172150,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-21,175.07,176.13,173.735,175.84,46311879,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-22,177.06,177.68,176.25,177.23,42084245,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-23,178.52,181.55,178.325,181.12,52722752,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-24,180.674,181.104,176.01,176.38,54945798,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-25,177.38,179.15,175.82,178.61,51449594,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-28,180.09,180.59,178.545,180.19,43820697,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-29,179.695,184.9,179.5,184.12,53003948,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-30,184.94,187.85,184.74,187.65,60813888,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-31,187.84,189.12,187.48,187.87,60794467,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-01,189.485,189.92,188.28,189.46,45766503,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-05,188.28,189.98,187.61,189.7,45280027,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-06,188.4,188.85,181.47,182.91,81755816,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-07,175.18,178.21,173.54,177.56,112488803,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-08,178.35,180.239,177.79,178.18,65602066,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-11,180.07,180.3,177.34,179.36,58953052,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-12,179.49,180.13,174.82,176.3,90370192,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-13,176.51,177.3,173.98,174.21,84267928,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-14,174.0,176.1,173.58,175.74,60895757,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-15,176.48,176.495,173.82,175.01,109259461,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-18,176.48,179.38,176.17,177.97,67257573,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-19,177.52,179.63,177.13,179.07,51826941,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-20,179.26,179.695,175.4,175.49,58436181,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-21,174.55,176.3,173.86,173.93,63149116,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-22,174.67,177.079,174.05,174.79,56725385,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-25,174.2,176.97,174.15,176.08,46172740,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-26,174.82,175.2,171.66,171.96,64588945,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-27,172.62,173.04,169.05,170.43,66921808,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-28,169.34,172.03,167.62,170.69,56294419,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-29,172.02,173.07,170.341,171.21,51861083,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-02,171.22,174.3,170.93,173.75,52164535,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-03,172.255,173.63,170.82,172.4,49594613,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-04,171.09,174.21,170.97,173.66,53020286,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-05,173.79,175.45,172.68,174.91,48527918,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-06,173.8,177.99,173.18,177.49,57266675,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-09,176.81,179.05,175.8,178.99,42390772,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-10,178.1,179.72,177.95,178.39,43698019,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-11,178.2,179.85,177.6,179.8,47551098,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-12,180.07,182.34,179.04,180.71,56743119,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-13,181.42,181.93,178.14,178.85,51456082,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-16,176.75,179.075,176.51,178.72,52516984,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-17,176.645,178.42,174.8,177.15,57549350,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-18,175.58,177.575,175.11,175.84,54764375,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-19,176.04,177.84,175.19,175.46,59302863,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-20,175.31,175.42,172.64,172.88,64244028,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-23,170.91,174.01,169.93,173.0,55980109,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-24,173.05,173.67,171.45,173.44,43816644,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-25,171.88,173.06,170.65,171.1,57156962,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-26,170.37,171.3775,165.67,166.89,70625258,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-27,166.91,168.96,166.83,168.22,58499129,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-30,169.02,171.17,168.87,170.29,51130955,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-31,169.35,170.9,167.9,170.77,44846017,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-01,171.0,174.23,170.12,173.97,56934906,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-02,175.52,177.78,175.46,177.57,77334752,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-03,174.24,176.82,173.35,176.65,79829246,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-06,176.38,179.43,176.21,179.23,63841310,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-07,179.18,182.44,178.97,181.82,70529966,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-08,182.35,183.45,181.59,182.89,49340282,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-09,182.96,184.12,181.81,182.41,53763540,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-10,183.97,186.565,183.53,186.4,66177922,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-13,185.82,186.03,184.21,184.8,43627519,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-14,187.7,188.11,186.3,187.44,60108378,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-15,187.845,189.5,187.78,188.01,53790499,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-16,189.57,190.96,188.65,189.71,54412915,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-17,190.25,190.38,188.57,189.69,50941404,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-20,189.89,191.905,189.88,191.45,46538614,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-21,191.41,191.52,189.74,190.64,38134485,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-22,191.49,192.93,190.825,191.31,39630011,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-24,190.87,190.9,189.25,189.97,24048344,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-27,189.92,190.67,188.9,189.79,40552609,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-28,189.78,191.08,189.4,190.4,38415419,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-29,190.9,192.09,188.97,189.37,43014224,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-30,189.84,190.32,188.19,189.95,48794366,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-01,190.33,191.56,189.23,191.24,45704823,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-04,189.98,190.05,187.4511,189.43,43389519,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-05,190.21,194.4,190.18,193.42,66628398,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-06,194.45,194.76,192.11,192.32,40895115,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-07,193.63,195.0,193.59,194.27,47477655,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-08,194.2,195.99,193.67,195.71,53406358,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-11,193.11,193.49,191.42,193.18,60943699,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-12,193.08,194.72,191.721,194.71,52696900,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-13,195.09,198.0,194.85,197.96,70404183,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-14,198.02,199.62,196.16,198.11,66831572,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-15,197.53,198.3999,197.0,197.57,128538401,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-18,196.09,196.63,194.39,195.89,55751861,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-19,196.16,196.95,195.89,196.94,40233138,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-20,196.9,197.68,194.83,194.83,52242815,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-21,196.1,197.08,193.5,194.68,46482549,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-22,195.18,195.41,192.97,193.6,37149570,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-26,193.61,193.89,192.83,193.05,28919310,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-27,192.49,193.5,191.09,193.15,47899806,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-28,194.14,194.66,193.17,193.58,34049898,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-29,193.9,194.4,191.725,192.53,42672148,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-02,187.15,188.44,183.885,185.64,82488674,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-03,184.22,185.88,183.43,184.25,58414460,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-04,182.15,183.0872,180.88,181.91,71983570,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-05,181.99,182.76,180.17,181.18,62196924,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-08,182.085,185.6,181.5,185.56,59144470,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-09,183.92,185.15,182.73,185.14,42841809,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-10,184.35,186.4,183.92,186.19,46792908,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-11,186.54,187.05,183.62,185.59,49128408,AAPL,-0.8967981934547424,1.0,-0.2989327311515808,0.0,0.6931471805599453,0.33895785658474875,-0.23737783246537963
2024-01-12,186.06,186.74,185.19,185.92,40477782,AAPL,0.0,0.0,-0.2989327311515808,-0.8967981934547424,0.0,0.33895785658474875,0.1265924208845704
2024-01-16,182.16,184.26,180.934,183.63,65603041,AAPL,0.0,0.0,-0.2989327311515808,0.0,0.0,0.33895785658474875,-0.16394084682708057
2024-01-17,181.27,182.93,180.3,182.68,47317433,AAPL,0.0,0.0,0.0,0.0,0.0,0.33895785658474875,-0.28325714666781515
2024-01-18,186.09,189.14,185.83,188.63,78005754,AAPL,0.0,0.0,0.0,0.0,0.0,0.33895785658474875,-0.07282892161854633
2024-01-19,189.33,191.95,188.82,191.56,68902985,AAPL,0.0,0.0,0.0,0.0,0.0,0.33895785658474875,
2024-01-22,192.3,195.33,192.26,193.89,60133852,AAPL,0.0,0.0,0.0,0.0,0.0,0.33895785658474875,
2024-01-23,195.02,195.75,193.8299,195.18,42355590,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-24,195.42,196.38,194.34,194.5,53463269,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-25,195.22,196.2675,193.1125,194.17,54822126,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-26,194.27,194.76,191.94,192.42,44594011,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-29,192.01,192.2,189.58,191.73,47145622,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-30,190.94,191.8,187.47,188.04,55859370,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-31,187.04,187.095,184.35,184.4,55467803,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-01,183.985,186.95,183.82,186.86,64885408,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-02,179.86,187.33,179.25,185.85,102551680,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-05,188.15,189.25,185.84,187.68,69668820,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-06,186.86,189.31,186.7695,189.3,43490759,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-07,190.64,191.05,188.61,189.41,53438955,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-08,189.385,189.535,187.35,188.32,40962046,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-09,188.65,189.99,188.0,188.85,45155216,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-12,188.415,188.67,186.79,187.15,41781934,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-13,185.77,186.21,183.5128,185.04,56529529,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-14,185.32,185.53,182.44,184.15,54630517,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-15,183.55,184.49,181.35,183.86,65434496,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-16,183.42,184.85,181.665,182.31,49752465,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-20,181.79,182.43,180.0,181.56,53665553,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-21,181.94,182.8888,180.66,182.32,41529674,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-22,183.48,184.955,182.46,184.37,52292208,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-23,185.01,185.04,182.23,182.52,45119677,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-26,182.24,182.76,180.65,181.16,40867421,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-27,181.1,183.9225,179.56,182.63,54318851,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-28,182.51,183.12,180.13,181.42,48953939,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-29,181.27,182.57,179.53,180.75,136682597,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-01,179.55,180.53,177.38,179.66,73563082,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-04,176.15,176.9,173.79,175.1,81510101,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-05,170.76,172.04,169.62,170.12,95132355,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-06,171.06,171.24,168.68,169.12,68587707,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-07,169.15,170.73,168.49,169.0,71765061,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-08,169.0,173.7,168.94,170.73,76267041,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-11,172.94,174.38,172.05,172.75,58929918,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-12,173.15,174.03,171.01,173.23,59544927,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-13,172.77,173.185,170.76,171.13,51948951,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-14,172.91,174.3078,172.05,173.0,72571635,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-15,171.17,172.62,170.285,172.62,121752699,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-18,175.57,177.71,173.52,173.72,75604184,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-19,174.34,176.605,173.03,176.08,55215244,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-20,175.72,178.67,175.09,178.67,53423102,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-21,177.05,177.49,170.84,171.37,106181270,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-22,171.76,173.05,170.06,172.28,71160138,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-25,170.565,171.94,169.45,170.85,54288328,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-26,170.0,171.42,169.58,169.71,57388449,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-27,170.41,173.6,170.11,173.31,60273265,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-28,171.75,172.23,170.51,171.48,65672690,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-01,171.19,171.25,169.475,170.03,43772506,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-02,169.08,169.34,168.2302,168.84,49013991,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-03,168.79,170.68,168.58,169.65,45571129,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-04,170.29,171.92,168.82,168.82,53355055,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-05,169.59,170.39,168.95,169.58,41975776,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-08,169.03,169.2,168.24,168.45,37216858,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-09,168.7,170.08,168.35,169.67,42231444,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-10,168.8,169.09,167.11,167.78,49709336,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-11,168.34,175.46,168.16,175.04,91070275,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-12,174.26,178.36,174.21,176.55,101670886,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-15,175.36,176.63,172.5,172.69,73531773,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-16,171.75,173.76,168.27,169.38,73711235,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-17,169.61,170.65,168.0,168.0,50901210,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-18,168.03,168.64,166.55,167.04,43122903,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-19,166.21,166.4,164.075,165.0,68149377,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-22,165.515,167.26,164.77,165.84,48116443,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-23,165.35,167.05,164.92,166.9,49537761,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-24,166.54,169.3,166.21,169.02,48251835,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,
