date,open,high,low,close,volume,ticker,avg_sentiment,num_articles,sentiment_ma3,sentiment_lag1,log_article_count,sentiment_volatility,sentiment_close_corr
2023-07-06,119.795,120.3,118.4,120.11,24778801,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-07,120.1,121.05,119.4,119.48,21709549,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-10,118.3,118.305,116.135,116.45,35315235,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-11,116.29,117.71,115.35,117.14,23078782,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-12,118.8,120.33,118.4145,118.93,30404409,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-13,120.93,124.83,120.45,124.54,44297915,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-14,124.8,126.775,123.49,125.42,33283076,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-17,125.94,127.0999,124.195,124.65,25716215,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-18,124.6,124.68,122.96,123.76,26226447,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-19,124.6,125.18,121.8,122.03,37224033,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-20,121.42,124.09,118.22,119.2,37906763,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-21,120.62,120.99,118.73,120.02,71606474,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-24,121.66,123.0,120.98,121.53,29723667,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-25,121.36,123.145,121.02,122.21,52509551,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-26,130.07,130.98,128.32,129.27,61682093,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-27,131.67,133.24,128.79,129.4,44952074,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-28,130.78,133.74,130.57,132.58,36591158,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-07-31,132.73,133.525,131.775,132.72,28055531,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-01,130.775,132.63,130.68,131.55,23276440,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-02,129.45,130.09,127.56,128.38,26273258,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-03,127.97,129.385,127.42,128.45,20159528,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-04,129.28,131.51,127.91,128.11,26147158,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-07,129.16,131.61,129.02,131.53,22746290,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-08,130.62,131.51,129.545,131.4,23535181,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-09,131.66,132.04,129.0,129.66,24912918,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-10,131.32,132.05,129.45,129.69,20857754,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-11,128.66,129.93,128.17,129.56,19591080,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-14,129.39,131.37,128.96,131.33,24695608,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-15,131.1,131.42,129.28,129.78,19770732,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-16,128.7,130.2809,127.865,128.7,25216068,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-17,129.8,131.99,129.29,129.92,33446280,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-18,128.51,129.25,126.3824,127.46,30504769,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-21,127.175,128.725,126.56,128.37,25248729,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-22,128.51,130.278,128.32,129.08,22067520,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-23,130.18,133.41,129.87,132.37,27819713,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-24,133.95,134.25,129.57,129.78,28500694,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-25,129.54,130.76,127.25,129.88,26762891,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-28,131.31,132.54,130.14,131.01,20543266,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-29,132.24,136.57,132.24,134.57,43075556,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-30,134.78,136.275,134.07,135.88,28315769,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-08-31,136.01,138.0,135.79,136.17,30053800,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-01,137.455,137.455,134.85,135.66,21543687,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-05,135.44,136.42,134.5801,135.77,19403112,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-06,136.02,136.5299,133.665,134.46,18684534,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-07,133.59,135.58,132.95,135.26,18844342,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-08,134.91,136.66,134.85,136.38,23584188,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-11,136.54,137.48,135.785,136.92,20763350,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-12,136.26,136.8701,135.19,135.34,18405505,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-13,135.09,136.9,134.15,136.71,20749496,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-14,137.6,138.695,136.24,138.1,24750968,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-15,137.98,138.52,136.48,137.4,38919614,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-18,136.61,139.16,136.61,138.21,21861346,GOOGL,-0.8450512886047363,1.0,-0.2816837628682454,0.0,0.6931471805599453,0.31939936496325755,-0.5017304554404894
2023-09-19,137.42,138.41,136.62,138.04,20353653,GOOGL,0.0,0.0,-0.2816837628682454,-0.8450512886047363,0.0,0.31939936496325755,-0.4570695782353861
2023-09-20,138.08,138.08,133.62,133.74,29927475,GOOGL,0.0,0.0,-0.2816837628682454,0.0,0.0,0.31939936496325755,-0.32654759481226636
2023-09-21,131.44,132.23,130.07,130.44,31503910,GOOGL,0.0,0.0,0.0,0.0,0.0,0.31939936496325755,-0.4354477952468228
2023-09-22,130.76,132.025,129.6,130.25,26397337,GOOGL,0.0,0.0,0.0,0.0,0.0,0.31939936496325755,-0.5843568728527775
2023-09-25,129.83,131.17,128.96,131.11,20094643,GOOGL,0.0,0.0,0.0,0.0,0.0,0.31939936496325755,
2023-09-26,129.77,130.3645,127.22,128.565,25718704,GOOGL,0.0,0.0,0.0,0.0,0.0,0.31939936496325755,
2023-09-27,128.57,130.895,128.57,130.54,22746452,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-28,129.84,133.3,129.79,132.31,22513132,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-09-29,133.28,134.05,130.36,130.86,30859790,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-02,131.21,134.42,131.17,134.17,22288038,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-03,133.94,134.26,131.84,132.43,22989401,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-04,132.79,135.57,132.53,135.24,26752295,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-05,135.07,135.49,133.45,135.07,19832615,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-06,134.01,138.155,134.01,137.58,27597598,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-09,136.94,138.94,135.61,138.42,19278070,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-10,138.5,139.72,137.33,138.06,27786613,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-11,138.58,141.11,138.58,140.55,25884303,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-12,141.05,141.22,138.26,138.97,24765537,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-13,139.38,140.0,136.615,137.36,23435599,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-16,138.17,139.63,137.99,139.095,28501871,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-17,138.63,139.9,137.18,139.72,23515780,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-18,139.445,140.72,137.38,137.96,23374998,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-19,138.5,139.66,137.38,137.75,26066011,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-20,137.33,137.87,135.08,135.6,26335673,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-23,135.04,137.6599,133.95,136.5,26317930,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-24,137.83,139.3599,137.42,138.81,44814321,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-25,128.16,128.31,125.07,125.61,84366208,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-26,123.27,124.3297,121.27,122.28,57061140,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-27,122.88,123.31,120.2057,122.17,44566506,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-30,123.21,125.4,122.75,124.46,28940081,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-10-31,125.06,125.37,122.685,124.08,26292342,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-01,124.07,126.49,123.715,126.45,30082438,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-02,128.42,128.98,126.93,127.49,27124647,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-03,128.02,129.525,127.86,129.1,26393109,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-06,129.05,130.34,128.67,130.25,19052740,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-07,130.71,131.91,129.88,130.97,29757276,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-08,130.97,132.21,130.78,131.84,26425849,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-09,131.96,132.55,130.065,130.24,23747773,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-10,130.105,132.8,129.41,132.59,26927826,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-13,131.78,132.59,131.25,132.09,18324751,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-14,134.19,135.7,133.32,133.62,32395178,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-15,134.87,135.03,133.57,134.62,23861515,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-16,135.19,137.2199,134.32,136.93,28013179,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-17,136.0,136.06,133.65,135.31,37287691,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-20,133.69,136.66,133.62,136.25,27850762,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-21,136.29,137.18,135.96,136.97,22635272,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-22,137.47,139.42,137.47,138.49,17820456,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-24,138.03,138.13,135.99,136.69,12514322,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-27,136.03,138.42,136.0,136.41,23436526,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-28,136.08,137.25,135.4222,137.2,18730032,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-29,137.57,138.288,134.84,134.99,23967222,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-11-30,135.05,135.55,131.28,132.53,38988263,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-01,131.86,132.11,130.665,131.86,31442263,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-04,129.88,130.03,127.9,129.27,36669876,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-05,128.95,132.14,128.25,130.99,27384784,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-06,131.44,131.84,129.875,130.02,22897543,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-07,135.04,138.56,134.7,136.93,56767100,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-08,134.2,136.4,134.025,134.99,32260112,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-11,132.38,133.335,131.36,133.29,31138011,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-12,131.81,133.0,131.26,132.52,29032831,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-13,133.38,133.5,131.57,132.57,30104775,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-14,133.38,133.72,129.685,131.94,38722413,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-15,131.62,133.51,131.18,132.6,50847113,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-18,132.63,137.1478,132.43,135.8,32257967,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-19,136.84,137.47,136.08,136.65,25436155,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-20,138.97,141.695,138.065,138.34,49107179,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-21,139.49,140.685,139.18,140.42,27488284,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-22,140.77,141.99,140.71,141.49,26532199,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-26,141.59,142.68,141.19,141.52,16780333,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-27,141.59,142.08,139.886,140.37,19567216,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-28,140.78,141.14,139.75,140.23,16045712,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2023-12-29,139.63,140.36,138.78,139.69,18733017,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-02,138.55,139.45,136.48,138.17,23711220,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-03,137.25,139.63,137.08,138.92,24212147,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-04,138.42,139.16,136.35,136.39,27137735,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-05,136.745,137.1558,135.15,135.73,21661914,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-08,136.29,139.01,136.26,138.84,21403982,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-09,138.5,141.485,138.15,140.95,24759598,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-10,141.0,143.0,140.91,142.28,21320203,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-11,143.49,145.22,140.635,142.08,24008722,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-12,142.67,143.195,141.82,142.65,18785514,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-16,142.0,144.35,141.45,142.49,22670467,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-17,141.345,141.84,138.9,141.47,20968649,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-18,142.05,144.21,141.99,143.48,25746417,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-19,144.74,146.45,144.38,146.38,34271867,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-22,147.1,148.39,145.84,145.99,32200369,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-23,145.89,147.182,145.5,147.04,21636129,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-24,148.54,149.855,148.1,148.7,25155644,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-25,150.065,153.05,149.54,151.87,29149069,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-26,151.1,152.535,151.01,152.185,26115494,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-29,152.06,153.78,151.43,153.51,27784259,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-30,152.8,153.62,151.185,151.46,36331833,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-01-31,143.62,144.0,139.87,140.1,71910044,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-01,142.12,143.06,140.79,141.16,40466549,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-02,139.26,142.62,136.5,142.38,62499574,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-05,142.82,145.47,142.78,143.68,38505405,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-06,144.65,145.36,143.19,144.1,29128201,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-07,144.76,145.615,143.925,145.54,25208862,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-08,145.83,146.33,145.105,145.91,22563764,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-09,146.68,149.44,146.18,149.0,26829504,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-12,148.42,149.335,147.37,147.53,21564085,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-13,144.92,146.67,143.69,145.14,27837730,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-14,146.08,146.52,144.094,145.94,22704166,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-15,143.14,143.52,140.46,142.77,37590695,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-16,142.99,143.19,140.14,140.52,31468926,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-20,139.655,142.08,139.49,141.12,24935710,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-21,141.45,142.69,140.675,142.55,23315687,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-22,144.93,145.0,142.8,144.09,27191892,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-23,143.67,144.68,143.43,143.96,19493752,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-26,142.14,142.44,137.39,137.57,53641795,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-27,138.02,139.25,137.09,138.88,33099190,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-28,137.9,138.01,135.41,136.38,37328558,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-02-29,137.28,138.86,136.4,138.46,42132953,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-01,138.43,138.87,136.92,137.14,31151116,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-04,135.66,135.66,131.91,133.35,55999415,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-05,131.88,133.24,130.665,132.67,40194757,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-06,133.12,133.58,130.85,131.4,35318610,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-07,132.795,134.94,131.61,134.38,37738209,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-08,134.21,138.085,134.0,135.41,39370392,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-11,136.13,139.1,136.13,137.67,31677211,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-12,137.03,139.375,137.03,138.5,27353587,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-13,139.0,141.09,138.99,139.79,23164162,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-14,141.19,143.585,140.455,143.1,42570686,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-15,142.5,143.18,140.03,141.18,49475417,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-18,148.61,152.15,147.17,147.68,69273699,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-19,148.16,148.7913,146.08,147.03,24070435,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-20,148.0,148.86,146.735,148.74,21311501,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-21,149.47,150.37,146.9001,147.6,24755597,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-22,149.12,151.58,148.98,150.77,29211769,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-25,149.94,150.375,147.82,150.07,19229285,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-26,150.22,152.256,149.98,150.67,22149137,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-27,151.18,151.635,148.9,150.87,22879178,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-03-28,150.85,151.43,150.17,150.93,24485390,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-01,150.69,155.74,150.61,155.49,31308247,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-02,153.5,154.7,152.15,154.56,24491676,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-03,153.6,155.08,152.73,154.92,23884801,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-04,153.5,154.77,150.45,150.53,34468227,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-05,150.03,153.42,149.6,152.5,23328522,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-08,152.78,155.27,152.61,154.85,20577435,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-09,156.085,158.56,155.19,156.6,30739691,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-10,156.21,156.61,154.68,156.14,22838629,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-11,156.91,159.68,156.46,159.41,27166431,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-12,157.96,160.2225,157.14,157.73,25353746,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-15,158.86,159.24,154.59,154.86,27136472,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-16,154.19,155.65,153.43,154.4,20779495,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
2024-04-17,155.62,157.08,154.58,155.47,21763130,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,
